children,dob_years,education,marital_status,gender,income_type,debt,total_income,purpose
0,56,high school,married,F,retiree,0,101620.1894,buying a home
1,23,high school,married,F,employee,0,46195.95906,wedding
0,32,high school,married,F,employee,0,,degree
0,43,high school,married,M,public employee,0,396373.6681,housing transactions
2,34,GRADUATE,married,F,public employee,0,,purchase of commercial property
0,50,high school,single,F,employee,0,99570.86305,car
0,61,high school,married,M,employee,0,212432.8616,degree
1,31,high school,married,M,unemployed,0,313435.0263,get married
1,25,GRADUATE,married,F,employee,0,,home renovation
0,23,high school,married,F,unemployed,0,120220.035,wedding
1,57,high school,single,F,employee,0,295357.8131,property
0,45,GRADUATE,married,M,employee,0,238683.5414,purchase of residential property
1,30,GRADUATE,married,F,unemployed,0,294386.1334,higher education
0,30,GRADUATE,married,F,unemployed,1,82457.67461,house construction
0,53,high school,married,F,retiree,0,147603.2477,transactions with real estate
0,58,underGRADUATE,married,F,retiree,0,64370.93361,education
0,43,high school,married,F,unemployed,0,283965.655,transactions with real estate
0,32,high school,married,M,unemployed,1,206109.9675,real estate transactions
0,57,high school,married,F,retiree,0,,car purchase
0,55,high school,married,M,employee,0,139957.8614,car deal
0,32,GRADUATE,single,M,unemployed,0,189309.6661,commercial real estate transactions
2,32,high school,married,M,unemployed,1,189395.5234,higher education
1,41,GRADUATE,married,F,unemployed,0,,real estate
0,51,high school,married,F,public employee,0,83740.10669,to buy a car
0,67,GRADUATE,married,F,employee,0,178073.7093,get married
0,51,high school,married,F,unemployed,0,343851.5267,degree
0,56,high school,married,F,retiree,0,,automobile
0,38,GRADUATE,married,F,unemployed,0,544678.8036,buying home
2,31,GRADUATE,married,M,public employee,0,185219.4264,education
0,33,GRADUATE,single,F,unemployed,0,,to buy a used car
0,54,high school,married,F,employee,0,231636.2216,wedding
0,49,high school,married,M,unemployed,0,253519.7755,commercial real estate transactions
0,47,underGRADUATE,married,M,unemployed,0,149985.1137,higher education
0,55,GRADUATE,married,F,employee,0,,education
0,54,high school,married,F,employee,1,78534.88278,property
2,38,high school,divorced,F,employee,0,83837.64741,degree
0,35,GRADUATE,married,F,unemployed,0,185013.9581,property
0,55,high school,widow / widower,F,employee,0,115064.9771,to buy a car
1,32,high school,married,F,employee,0,184995.9116,buying a family home
0,58,high school,married,F,retiree,0,58293.2497,commercial real estate transactions
2,34,high school,married,M,employee,0,,get married
1,29,high school,single,M,employee,0,217241.0099,to buy a car
2,34,underGRADUATE,married,F,employee,0,138569.3197,to buy a car
0,22,GRADUATE,married,F,employee,1,,for a wedding
0,24,high school,single,M,unemployed,0,658754.268,housing
0,56,GRADUATE,married,M,employee,0,161166.4119,get married
0,43,high school,married,F,employee,0,,to buy a car
1,40,GRADUATE,married,F,employee,0,148793.7155,specialized education
0,59,secondary school,married,F,retiree,0,107900.82,transactions with real estate
0,42,high school,single,F,unemployed,0,119191.4033,car purchase
0,33,high school,single,M,unemployed,0,150974.0897,construction of residential real estate
0,57,high school,married,M,employee,0,45486.85006,higher education
1,26,high school,married,F,employee,0,94868.48638,buying a property
0,54,high school,divorced,M,employee,1,131091.7663,buying a family home
0,44,high school,married,M,employee,0,194619.287,purchase of residential property
0,39,high school,married,M,employee,0,140380.0164,house construction
0,31,high school,divorced,F,employee,0,140938.7114,cars
0,31,high school,married,F,employee,0,113625.6102,higher education
0,26,GRADUATE,single,F,unemployed,0,176564.278,car purchase
1,52,GRADUATE,married,F,unemployed,0,166674.5764,buying a home
0,49,high school,married,M,employee,0,138708.462,to buy a used car
3,34,GRADUATE,married,F,unemployed,0,200081.3022,transactions with real estate
2,26,underGRADUATE,married,F,employee,0,81854.51543,for a wedding
0,52,high school,single,F,retiree,1,,automobile
0,57,high school,married,F,retiree,0,138352.5295,commercial real estate transactions
0,70,high school,married,F,retiree,0,30075.64569,education
0,50,GRADUATE,married,M,unemployed,0,404695.6036,real estate
2,47,high school,married,M,employee,0,218970.2354,to buy a car
1,43,high school,married,M,employee,0,95725.90839,specialized education
2,33,high school,married,M,employee,0,109855.4939,housing transactions
0,25,high school,married,M,employee,0,73523.544,for a wedding
0,55,high school,married,F,retiree,0,87081.43103,buying a rental property
-1,30,GRADUATE,married,F,unemployed,0,321603.7002,to buy a car
1,37,GRADUATE,married,F,unemployed,0,146079.123,real estate
0,68,high school,married,F,retiree,0,75957.06146,higher education
0,43,GRADUATE,married,M,unemployed,0,519954.0377,specialized education
0,40,high school,married,F,public employee,0,,education
0,27,GRADUATE,married,F,unemployed,0,405588.4442,wedding
0,55,high school,married,M,employee,0,174368.6359,house construction
2,37,GRADUATE,married,M,employee,0,233458.4836,car deal
3,32,high school,married,F,employee,0,162651.3604,commercial real estate transactions
1,27,high school,married,M,employee,0,77624.7973,buying a rental property
1,48,high school,married,F,employee,0,103399.4732,buying home
0,60,high school,married,F,retiree,0,181321.7384,buying a family home
1,46,high school,married,M,employee,0,,for a wedding
0,26,GRADUATE,married,F,employee,0,327804.7994,for a wedding
1,43,GRADUATE,married,F,employee,0,181918.376,home renovation
2,29,high school,married,F,employee,0,124410.8095,home renovation
0,44,GRADUATE,single,M,employee,0,114701.5761,degree
0,27,GRADUATE,married,M,public employee,0,259056.3364,home renovation
0,33,GRADUATE,married,M,employee,0,271934.3304,specialized education
2,27,high school,married,M,employee,0,108622.9319,house construction
0,58,GRADUATE,married,F,unemployed,0,298137.5099,wedding
1,0,underGRADUATE,married,M,employee,0,256070.5417,get married
0,36,GRADUATE,single,F,unemployed,0,,car deal
2,32,high school,married,F,employee,0,296682.2431,buying home
0,52,high school,married,F,public employee,0,168949.7404,higher education
1,35,GRADUATE,married,F,employee,0,204808.1157,wedding
0,35,GRADUATE,single,F,employee,0,124387.442,higher education
2,54,high school,single,M,employee,0,80429.37472,housing
0,37,high school,married,F,employee,1,71132.71947,get married
2,33,high school,married,M,employee,1,153894.8737,car purchase
0,52,GRADUATE,widow / widower,F,retiree,0,98130.47448,education
0,23,GRADUATE,married,F,unemployed,0,101464.4577,car
0,43,high school,married,F,public employee,0,257129.9413,house construction
0,63,high school,married,M,employee,0,,education
1,36,GRADUATE,married,F,unemployed,0,107573.191,buying a property
2,41,GRADUATE,married,F,employee,0,272060.779,education
0,44,GRADUATE,married,F,employee,0,89295.28094,real estate
0,39,high school,single,M,unemployed,1,158050.7564,construction of residential real estate
0,35,GRADUATE,married,F,employee,0,150590.1582,education
0,29,GRADUATE,married,M,unemployed,0,193042.1293,for a wedding
0,23,high school,single,F,unemployed,0,167065.2999,education
0,42,high school,married,F,employee,0,64519.12196,buying a family home
0,31,GRADUATE,married,M,unemployed,0,141592.5838,used car deal
0,54,GRADUATE,married,F,unemployed,0,142081.7847,education
0,60,high school,married,F,retiree,0,74600.23878,commercial real estate transactions
0,60,GRADUATE,married,F,retiree,0,56627.58522,to buy a used car
0,42,high school,married,F,unemployed,0,79574.55466,commercial real estate transactions
0,60,high school,widow / widower,F,retiree,0,189419.9362,real estate transactions
1,64,high school,married,F,retiree,0,111450.5421,for a wedding
0,33,high school,married,M,employee,0,321645.8664,car deal
0,64,high school,married,M,retiree,0,126872.6004,for a wedding
0,46,high school,single,F,public employee,0,113281.6795,housing
0,37,GRADUATE,single,M,employee,0,,real estate transactions
0,54,high school,widow / widower,F,unemployed,0,204138.063,house construction
0,71,high school,married,M,retiree,0,83021.36071,degree
0,51,high school,married,F,employee,0,,car purchase
0,55,high school,married,F,retiree,0,223051.1793,car
0,68,high school,single,M,retiree,0,92113.38317,to buy a car
0,32,GRADUATE,single,F,unemployed,0,94255.65493,education
1,41,GRADUATE,divorced,F,employee,0,127656.3206,degree
2,28,high school,married,F,unemployed,0,96793.06452,real estate
0,50,high school,divorced,F,employee,0,83633.7117,car deal
0,35,high school,married,F,employee,0,122222.8897,get married
1,36,GRADUATE,married,F,unemployed,1,349012.6151,buying a home
0,32,GRADUATE,married,F,employee,0,177507.2319,property
0,59,high school,widow / widower,F,retiree,0,138044.2699,higher education
2,29,high school,married,F,employee,0,103423.2954,automobile
1,27,GRADUATE,married,F,employee,0,175261.0153,transactions with real estate
0,51,high school,married,F,retiree,0,137722.5961,real estate
0,43,high school,married,F,employee,0,163969.0578,purchase of residential property
0,53,GRADUATE,widow / widower,F,unemployed,0,178676.2614,home renovation
1,40,underGRADUATE,married,F,public employee,0,184062.6396,buying home
0,47,GRADUATE,married,F,public employee,0,197537.8958,wedding
0,63,high school,married,F,retiree,0,,car deal
0,26,high school,single,M,employee,0,86780.54099,purchase of commercial property
2,40,high school,married,M,unemployed,0,,education
0,61,high school,married,F,retiree,0,216594.1994,house construction
0,44,underGRADUATE,married,F,unemployed,0,198347.8634,commercial real estate transactions
0,59,high school,widow / widower,F,retiree,0,67805.34919,higher education
0,26,GRADUATE,married,M,public employee,0,205568.8281,for a wedding
0,59,underGRADUATE,married,F,retiree,0,,buying home
0,54,high school,single,F,unemployed,0,162140.5159,higher education
0,31,high school,single,F,unemployed,1,162912.4886,housing transactions
0,50,high school,widow / widower,F,employee,0,135049.5763,housing transactions
0,57,high school,married,F,retiree,0,146328.9652,purchase of commercial property
2,34,GRADUATE,married,F,unemployed,0,283918.2033,construction of residential real estate
0,21,GRADUATE,married,M,unemployed,0,,cars
1,40,GRADUATE,married,F,employee,0,188171.1596,buying a home
0,47,high school,married,F,employee,0,184955.5875,housing
0,44,GRADUATE,married,F,employee,0,229859.9286,wedding
0,50,high school,single,F,retiree,0,79112.12376,property
0,47,high school,married,M,employee,0,204370.8426,cars
0,33,high school,married,F,employee,1,155601.1626,higher education
0,48,high school,married,F,employee,0,94654.07204,education
2,44,GRADUATE,married,M,employee,0,229024.7295,construction of residential real estate
0,36,high school,single,M,employee,0,87552.39221,purchase of residential property
0,57,high school,married,F,employee,0,89978.77557,car purchase
1,43,high school,married,M,employee,0,213039.7608,purchase of commercial property
0,61,high school,married,F,retiree,0,165508.3729,education
0,67,high school,married,M,retiree,0,102650.4741,property
2,29,high school,married,F,employee,0,66598.89904,buying a home
2,31,secondary school,married,F,employee,1,,transactions with real estate
2,29,high school,married,F,unemployed,0,130334.0077,higher education
0,55,high school,married,M,unemployed,0,128268.7988,purchase of commercial property
0,54,underGRADUATE,married,F,employee,0,114039.9087,to buy a used car
2,34,high school,married,F,unemployed,1,67484.39661,get married
0,52,high school,married,F,public employee,0,170710.7201,real estate transactions
0,30,high school,married,F,employee,1,,automobile
0,64,high school,married,F,unemployed,0,58783.81121,education
1,37,high school,married,F,public employee,0,100032.2168,housing
0,47,high school,married,F,unemployed,0,105864.8332,cars
0,27,GRADUATE,single,M,unemployed,0,280785.8543,transactions with real estate
0,46,high school,married,F,public employee,0,125821.1707,buying a rental property
0,60,high school,married,M,retiree,0,113894.211,buying a home
1,30,high school,married,F,unemployed,0,165793.7465,housing transactions
1,45,GRADUATE,married,M,unemployed,0,,higher education
1,38,GRADUATE,married,F,employee,0,116496.564,buying home
1,54,GRADUATE,divorced,F,unemployed,0,239183.5168,buying a home
0,46,high school,widow / widower,F,unemployed,0,,commercial real estate transactions
0,52,high school,married,F,retiree,0,64174.39009,real estate
0,28,GRADUATE,divorced,F,employee,0,284789.6968,to buy a car
0,45,high school,widow / widower,F,unemployed,1,332295.0942,purchase of commercial property
0,49,high school,widow / widower,M,employee,1,200720.3257,real estate
2,33,GRADUATE,single,F,employee,0,275307.8679,buying home
0,28,high school,married,F,employee,0,109926.0189,real estate transactions
1,34,GRADUATE,married,F,unemployed,1,175086.1017,buying a property
0,60,high school,widow / widower,F,retiree,0,197334.1091,purchase of residential property
0,57,GRADUATE,single,M,unemployed,0,120554.3022,cars
0,26,GRADUATE,married,F,public employee,0,176065.9887,buying a home
0,37,high school,married,F,employee,0,,higher education
0,51,GRADUATE,married,F,employee,0,162115.4969,get married
1,56,GRADUATE,married,F,retiree,0,80271.48682,buying a family home
0,65,high school,widow / widower,F,retiree,1,151461.4172,used car deal
0,42,GRADUATE,married,M,unemployed,0,529656.9256,to buy a car
0,49,high school,married,M,employee,0,94029.77404,purchase of commercial property
1,48,high school,married,F,unemployed,0,120386.4128,construction of residential real estate
0,28,high school,single,F,public employee,0,159951.8749,housing transactions
0,46,high school,single,F,unemployed,1,113628.4586,purchase of commercial property
0,68,high school,married,M,retiree,0,142731.7951,property
1,32,high school,married,F,employee,0,106000.286,car purchase
1,31,high school,single,M,employee,1,369739.1671,purchase of residential property
0,62,high school,widow / widower,F,retiree,0,74216.66292,buying a rental property
1,26,GRADUATE,married,F,employee,0,136689.8523,wedding
2,40,high school,single,F,employee,0,134970.7299,house construction
1,44,high school,married,F,employee,0,,degree
0,57,high school,married,F,retiree,0,65081.89095,transactions with real estate
0,60,high school,married,F,retiree,0,202746.2243,transactions with real estate
0,45,high school,married,F,employee,0,155213.7001,house construction
0,33,high school,married,F,employee,0,239336.2101,buying a rental property
0,54,high school,married,F,employee,0,113040.6464,car purchase
0,31,high school,single,M,unemployed,0,,real estate transactions
0,22,GRADUATE,single,M,unemployed,0,,buying home
0,60,high school,widow / widower,F,retiree,0,114970.9569,automobile
0,38,high school,single,F,employee,0,88810.24759,property
0,22,high school,married,F,employee,0,,higher education
2,28,high school,married,F,employee,0,95041.51386,house construction
1,48,high school,divorced,M,unemployed,0,193286.8748,car purchase
1,26,GRADUATE,married,F,employee,0,141842.9501,used car deal
0,46,high school,married,F,employee,0,140447.3097,real estate
0,22,high school,married,M,employee,1,360764.7422,get married
2,36,high school,single,F,employee,0,102758.0518,degree
0,41,high school,single,F,public employee,0,,buying home
0,37,high school,single,M,employee,0,182196.003,buying a family home
0,43,high school,married,F,unemployed,0,389717.8241,for a wedding
2,31,GRADUATE,married,M,employee,0,156259.2682,home renovation
0,41,high school,married,F,employee,0,122140.3276,higher education
0,54,high school,married,F,employee,0,64910.35765,get married
0,34,high school,married,M,unemployed,0,340484.57,education
1,35,high school,married,M,employee,0,90303.98747,wedding
0,35,GRADUATE,married,F,employee,0,146983.4562,wedding
3,39,high school,married,F,public employee,0,73222.10334,real estate
1,32,high school,married,M,employee,0,187610.4729,higher education
2,39,high school,married,M,unemployed,0,215335.9376,transactions with real estate
0,21,GRADUATE,single,M,employee,0,147812.7881,automobile
0,24,GRADUATE,single,F,unemployed,0,,transactions with real estate
0,56,high school,married,F,employee,0,,get married
1,31,high school,married,F,employee,0,160852.441,property
1,37,high school,married,M,employee,0,186204.1578,buying a property
2,40,high school,married,M,unemployed,0,215079.999,transactions with real estate
0,55,high school,married,F,retiree,0,235731.2121,for a wedding
0,34,high school,single,M,unemployed,1,69511.90722,buying a rental property
20,30,GRADUATE,married,M,unemployed,0,146675.5681,education
1,24,high school,married,M,employee,0,126184.7397,real estate transactions
0,31,high school,married,M,employee,0,337498.6545,housing
0,45,high school,married,M,employee,0,121430.4488,higher education
2,35,high school,married,F,unemployed,1,,education
1,42,high school,married,F,employee,0,208176.1666,real estate
2,30,high school,married,F,employee,1,,cars
0,70,GRADUATE,married,M,unemployed,0,230056.0486,real estate
0,38,high school,married,F,employee,0,124560.6122,house construction
1,45,high school,married,F,employee,0,217407.814,wedding
0,55,high school,married,M,public employee,0,88705.74328,purchase of commercial property
2,52,GRADUATE,married,F,employee,0,86461.88358,commercial real estate transactions
0,37,high school,married,M,employee,0,198338.866,degree
0,52,GRADUATE,married,F,public employee,0,79432.70952,real estate
0,41,high school,married,F,unemployed,0,167630.9137,education
0,21,underGRADUATE,single,F,employee,0,159190.3925,specialized education
0,56,GRADUATE,married,F,retiree,0,215381.4367,cars
1,34,high school,married,F,employee,0,97467.16121,education
0,54,GRADUATE,widow / widower,F,retiree,0,87532.46299,to buy a car
1,0,GRADUATE,married,F,public employee,0,180348.6978,wedding
1,46,high school,widow / widower,F,employee,1,177254.2505,buying a family home
0,54,high school,married,F,retiree,0,,wedding
1,35,GRADUATE,married,M,unemployed,0,161845.0472,real estate transactions
0,45,high school,married,F,employee,0,55044.48053,to buy a car
0,33,high school,married,F,unemployed,0,158556.9249,for a wedding
2,43,GRADUATE,married,F,unemployed,0,,cars
0,29,high school,married,F,employee,0,119890.0891,higher education
1,28,high school,married,F,employee,1,124390.6129,real estate transactions
0,35,high school,married,F,employee,1,371188.6067,buying home
0,46,GRADUATE,single,F,employee,0,773136.7511,housing transactions
1,42,GRADUATE,married,F,employee,0,177928.9252,construction of residential real estate
0,30,GRADUATE,single,M,employee,0,163603.4216,buying a family home
2,0,high school,married,M,employee,0,236698.9195,construction of residential real estate
0,33,GRADUATE,married,F,unemployed,0,210121.2508,get married
1,37,high school,married,F,employee,1,214448.9721,buying a rental property
1,59,GRADUATE,married,F,unemployed,0,163612.5775,purchase of residential property
1,42,GRADUATE,married,M,public employee,0,252089.5575,purchase of commercial property
0,26,high school,single,F,employee,0,97224.82201,higher education
0,27,high school,single,M,employee,0,184701.6577,buying a rental property
0,66,high school,widow / widower,F,retiree,1,55238.48496,car deal
20,34,high school,married,F,employee,0,389841.0834,purchase of residential property
0,47,high school,married,F,employee,0,178094.8512,for a wedding
3,41,high school,married,M,unemployed,0,195751.1176,buying a family home
0,61,GRADUATE,married,F,employee,0,174933.5079,transactions with real estate
0,24,high school,married,F,employee,0,141874.6348,purchase of commercial property
1,31,high school,married,M,unemployed,0,282101.8033,buying home
0,26,GRADUATE,single,F,public employee,0,78236.04684,cars
2,34,high school,married,F,employee,0,135536.4527,real estate transactions
0,56,high school,married,F,retiree,0,171131.4311,buying a home
1,45,high school,married,F,employee,0,181482.7921,housing transactions
0,24,high school,married,M,employee,0,88695.99199,construction of residential real estate
0,45,high school,married,M,employee,0,203510.0973,commercial real estate transactions
0,31,GRADUATE,married,M,employee,0,277395.7577,buying home
0,65,high school,single,F,retiree,0,115080.7824,to buy a car
0,53,GRADUATE,single,F,employee,1,239842.7117,cars
1,40,underGRADUATE,married,F,employee,0,72346.76261,wedding
0,52,high school,married,F,retiree,0,268298.8602,degree
0,38,high school,married,F,unemployed,0,81865.03389,for a wedding
1,23,high school,married,F,employee,0,112924.3551,real estate transactions
0,53,GRADUATE,married,F,public employee,0,389033.688,housing transactions
0,31,GRADUATE,married,F,employee,0,371645.417,for a wedding
0,52,high school,divorced,M,employee,0,130345.372,buying a property
1,27,high school,married,M,employee,0,81170.23853,construction of residential real estate
0,28,high school,single,F,employee,0,125376.3885,home renovation
0,36,high school,married,F,employee,0,80981.03924,automobile
0,64,GRADUATE,divorced,F,retiree,0,96391.26241,real estate
1,31,high school,divorced,F,employee,0,176675.5583,education
0,53,high school,married,F,retiree,0,99708.5438,buying a home
0,52,GRADUATE,married,F,employee,0,186311.0703,cars
1,45,high school,married,F,unemployed,0,233117.5288,buying a rental property
0,33,high school,married,M,employee,0,212887.3996,purchase of commercial property
0,50,high school,married,F,retiree,0,159491.4826,wedding
0,47,GRADUATE,married,F,unemployed,0,123843.6927,buying a rental property
2,35,high school,married,F,employee,0,97387.23728,housing transactions
2,36,high school,married,M,employee,0,138798.3908,buying home
0,55,high school,single,F,employee,0,102815.1283,housing
0,39,high school,married,M,employee,0,92289.21388,purchase of residential property
0,66,high school,married,M,retiree,0,215925.9454,wedding
1,51,high school,married,F,public employee,0,283642.2476,for a wedding
1,28,high school,married,F,employee,0,100845.8585,buying a family home
2,51,high school,married,M,unemployed,0,152875.8698,buying a rental property
0,45,high school,married,M,employee,0,177234.4268,buying home
0,28,GRADUATE,married,M,unemployed,0,186684.4534,degree
0,74,high school,married,F,employee,0,98945.90618,get married
0,49,high school,married,F,employee,0,79166.15577,home renovation
1,42,high school,married,F,public employee,0,174058.3005,to buy a used car
2,45,high school,married,F,employee,0,157072.7713,higher education
0,66,high school,married,F,retiree,0,183223.8162,buying a property
0,61,high school,married,M,retiree,0,97892.33188,buying home
1,35,GRADUATE,single,F,public employee,0,103460.7705,purchase of commercial property
0,50,high school,widow / widower,F,employee,0,63540.10376,house construction
0,53,high school,married,M,employee,1,109183.1326,higher education
0,44,high school,married,F,employee,0,338556.5572,for a wedding
0,47,high school,married,M,employee,0,167375.8421,commercial real estate transactions
0,21,GRADUATE,single,F,unemployed,0,344633.5346,purchase of commercial property
1,43,high school,married,F,unemployed,0,142841.9429,purchase of residential property
0,52,high school,married,F,retiree,0,95988.49907,buying a property
0,56,high school,married,F,employee,0,71919.47982,real estate
0,63,high school,married,F,retiree,1,,education
0,71,high school,married,M,retiree,0,,purchase of residential property
0,53,high school,married,F,retiree,0,,real estate transactions
0,52,high school,widow / widower,F,public employee,0,133860.4134,education
0,41,high school,single,M,employee,0,150543.359,used car deal
1,42,high school,married,M,employee,0,163061.4775,housing transactions
0,41,GRADUATE,married,M,public employee,0,174770.7981,commercial real estate transactions
0,59,high school,married,F,retiree,0,129257.871,education
2,28,high school,divorced,M,unemployed,1,,cars
1,35,high school,married,F,employee,0,89051.66871,housing transactions
0,51,GRADUATE,married,F,employee,0,155275.6819,education
0,58,high school,married,M,employee,0,186555.8622,to buy a used car
0,42,high school,married,F,employee,0,173743.8637,degree
0,34,high school,married,F,employee,0,215842.8112,car purchase
0,52,high school,married,F,retiree,0,216922.4712,education
0,55,high school,married,F,retiree,0,,property
0,64,GRADUATE,married,M,public employee,0,706401.4758,specialized education
2,34,high school,married,M,public employee,0,224757.0067,get married
0,49,GRADUATE,married,F,employee,0,151112.4263,house construction
0,46,high school,single,M,employee,0,255950.3101,purchase of residential property
0,48,high school,widow / widower,F,unemployed,0,104217.2711,construction of residential real estate
1,38,GRADUATE,married,F,unemployed,0,158496.7883,specialized education
1,43,GRADUATE,divorced,M,retiree,0,268292.1775,buying home
0,30,GRADUATE,married,M,unemployed,0,181544.0633,get married
2,33,GRADUATE,married,F,unemployed,0,207035.1425,car purchase
2,35,underGRADUATE,married,F,unemployed,0,281612.8427,construction of residential real estate
3,30,high school,married,M,employee,0,366470.2645,purchase of residential property
0,51,high school,married,F,employee,0,49836.73101,wedding
0,65,high school,married,M,retiree,0,52803.55085,for a wedding
0,0,GRADUATE,married,M,employee,0,162427.0608,housing transactions
0,48,high school,married,F,employee,0,109843.7118,for a wedding
0,52,high school,married,F,retiree,0,147982.2255,real estate
1,38,GRADUATE,single,F,employee,0,168589.3131,buying a family home
0,28,GRADUATE,married,F,public employee,1,79365.83813,purchase of commercial property
0,34,high school,married,M,employee,0,329182.0422,buying a home
2,45,high school,married,F,unemployed,0,268114.6899,get married
0,40,high school,single,M,public employee,1,,property
1,53,high school,married,F,employee,0,,property
1,45,high school,married,M,employee,0,147661.772,to buy a used car
0,49,GRADUATE,married,F,unemployed,0,119773.0348,buying a rental property
0,53,high school,married,M,employee,0,254618.2665,specialized education
0,48,high school,married,M,retiree,0,121375.0452,transactions with real estate
1,34,GRADUATE,married,F,employee,0,67341.68029,cars
0,60,high school,widow / widower,F,unemployed,0,93810.51794,real estate transactions
1,40,high school,married,M,employee,0,138556.9805,automobile
0,63,high school,married,M,employee,0,175482.1126,specialized education
0,48,high school,married,F,public employee,0,92038.43108,higher education
0,40,high school,married,F,unemployed,0,364619.2878,get married
0,42,GRADUATE,divorced,F,unemployed,0,168002.6137,to buy a car
0,28,high school,married,M,employee,0,199652.5396,real estate transactions
0,25,high school,single,F,employee,0,139622.6683,to buy a car
0,24,high school,married,F,employee,0,61635.86559,housing
0,51,high school,married,F,employee,0,117596.5443,construction of residential real estate
0,56,high school,married,M,retiree,0,149129.2481,real estate
0,33,high school,married,M,unemployed,0,164021.9953,real estate
0,45,GRADUATE,married,F,unemployed,0,432530.6321,house construction
0,40,high school,single,F,employee,0,200273.249,real estate transactions
1,33,GRADUATE,married,F,unemployed,0,274067.4015,education
2,39,high school,married,M,unemployed,0,251382.8436,real estate
0,37,high school,married,F,employee,0,81329.65399,transactions with real estate
0,66,high school,single,F,retiree,1,129535.8273,housing
0,51,high school,married,M,retiree,1,141048.9069,buying home
1,29,high school,married,M,employee,0,95375.89965,housing
1,41,high school,married,F,unemployed,0,,real estate
2,29,high school,married,F,employee,0,101640.7704,specialized education
1,27,high school,married,F,public employee,0,121923.7558,real estate transactions
0,61,high school,married,M,retiree,0,533870.9274,buying a home
0,38,high school,married,M,unemployed,0,,education
1,42,high school,married,F,unemployed,0,266923.2702,wedding
1,34,high school,married,F,employee,0,69684.61266,get married
-1,27,high school,married,F,unemployed,0,164591.2603,buying a rental property
0,57,high school,married,F,retiree,0,149964.1992,buying a family home
0,26,high school,married,M,unemployed,0,111082.7214,commercial real estate transactions
0,44,high school,married,F,unemployed,0,225046.2344,property
0,57,GRADUATE,married,M,employee,0,258177.094,purchase of commercial property
0,52,high school,married,F,employee,0,58882.14225,to buy a car
0,44,GRADUATE,divorced,F,employee,0,126387.3925,to buy a car
1,34,high school,married,M,employee,1,188475.3574,used car deal
1,37,high school,married,F,employee,0,99829.67373,education
0,47,high school,married,F,public employee,0,172069.7788,transactions with real estate
0,53,high school,married,F,employee,0,138951.563,for a wedding
0,37,high school,married,M,unemployed,0,197217.9018,housing
0,50,high school,widow / widower,F,employee,0,124426.9157,education
0,23,high school,single,F,employee,0,167186.6139,to buy a used car
1,26,underGRADUATE,married,F,employee,0,108989.5988,purchase of commercial property
1,27,high school,married,F,employee,1,256239.9641,buying a home
0,26,high school,single,M,employee,1,120732.8152,education
1,42,GRADUATE,married,M,public employee,0,123067.323,degree
0,29,high school,married,F,employee,0,99760.51205,real estate transactions
0,60,high school,widow / widower,F,retiree,0,99585.02115,commercial real estate transactions
0,31,high school,single,M,employee,0,421442.367,real estate transactions
0,43,GRADUATE,married,M,unemployed,0,383823.1866,house construction
0,48,high school,divorced,M,employee,0,135863.4287,used car deal
0,55,high school,divorced,F,retiree,0,102061.6017,construction of residential real estate
1,43,high school,married,M,unemployed,0,168872.5536,higher education
0,59,GRADUATE,single,F,public employee,0,93366.18667,real estate transactions
0,69,high school,divorced,M,retiree,0,277809.0162,buying a family home
2,34,GRADUATE,married,M,employee,0,,for a wedding
0,47,high school,widow / widower,F,employee,0,164612.1646,construction of residential real estate
0,56,high school,married,F,employee,0,173128.4161,used car deal
0,67,high school,married,F,retiree,0,203235.8652,get married
1,42,GRADUATE,divorced,M,employee,0,259311.1751,to buy a car
2,23,high school,married,F,unemployed,0,74647.84804,cars
0,39,high school,married,F,employee,0,81371.05563,home renovation
2,34,high school,married,M,employee,1,,to buy a car
2,41,GRADUATE,married,M,unemployed,0,722012.1205,buying a rental property
0,56,high school,married,F,employee,0,95692.49108,to buy a car
0,30,high school,single,M,unemployed,0,202299.7515,education
0,38,underGRADUATE,married,M,unemployed,0,244285.185,construction of residential real estate
0,24,high school,single,M,employee,0,166159.3509,education
3,27,underGRADUATE,divorced,M,unemployed,1,142527.2448,real estate
0,56,high school,married,F,retiree,0,86629.88844,higher education
0,61,high school,widow / widower,F,retiree,0,87325.3818,automobile
2,30,high school,married,F,employee,0,135325.973,purchase of residential property
0,57,high school,widow / widower,F,retiree,0,58840.84844,car deal
0,48,high school,divorced,M,employee,0,116178.2838,higher education
0,28,high school,single,M,unemployed,0,,higher education
0,0,high school,married,F,unemployed,0,73338.16842,higher education
0,48,high school,divorced,F,unemployed,0,81607.34441,housing
0,40,high school,single,F,unemployed,0,134334.8991,degree
0,26,high school,married,M,employee,1,174534.0648,property
0,48,high school,divorced,F,employee,0,226057.8094,cars
0,51,high school,married,F,retiree,0,99344.61715,get married
0,35,high school,married,F,employee,0,173720.5367,to buy a car
0,62,high school,divorced,F,retiree,0,174349.8144,home renovation
0,20,high school,single,M,employee,0,143920.8438,to buy a car
2,25,GRADUATE,married,F,employee,0,85036.24811,education
2,50,high school,married,M,public employee,0,87665.06295,buying a rental property
1,44,high school,widow / widower,F,employee,0,60689.44248,used car deal
1,45,high school,married,F,employee,0,86636.56418,higher education
0,53,high school,married,F,employee,0,71402.14367,commercial real estate transactions
0,67,high school,married,F,retiree,1,89596.68408,higher education
2,44,GRADUATE,married,M,employee,0,221925.204,purchase of residential property
